FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.487671,487671,POINT (16.46987786204659 48.21873730810298),Kapellenweg,Kapellenweg,N26,778,11,
OEFFHALTESTOGD.487672,487672,POINT (16.357773376082786 48.135646893968705),"Inzersdorf, Großmarkt","Inzersdorf, Großmarkt",N67,581,11,
OEFFHALTESTOGD.487673,487673,POINT (16.439550892727212 48.26649072448956),Sankt-Michael-Gasse,Sankt-Michael-Gasse,N25,1151,11,
OEFFHALTESTOGD.487674,487674,POINT (16.35374914429873 48.23254480093548),Glatzgasse,Glatzgasse,N38,405,11,
OEFFHALTESTOGD.487675,487675,POINT (16.376937645348917 48.244079659237194),Leystraße,Leystraße,N29,781,11,
OEFFHALTESTOGD.487676,487676,POINT (16.333338701050764 48.15151408816484),Willendorfer Gasse,Willendorfer Gasse,N66,1491,11,
OEFFHALTESTOGD.487677,487677,POINT (16.4923192588307 48.217283765987986),Lohwaggasse,Lohwaggasse,N26,811,11,
OEFFHALTESTOGD.487678,487678,POINT (16.31896958642272 48.157347137163875),Linienamt,Linienamt,N8,801,11,
OEFFHALTESTOGD.487679,487679,POINT (16.388700787741648 48.20419292294643),Weyrgasse,Weyrgasse,N75,1471,11,
OEFFHALTESTOGD.487680,487680,POINT (16.44799840404849 48.27009452242622),Großfeldsiedlung,Großfeldsiedlung,N25,1859,11,
OEFFHALTESTOGD.487681,487681,POINT (16.446491345094174 48.262510479230215),Sebaldgasse,Sebaldgasse,N25,1216,11,
OEFFHALTESTOGD.487682,487682,POINT (16.362166237496805 48.147753594986234),Oberlaaer Straße,Oberlaaer Straße,N67,971,11,
OEFFHALTESTOGD.487683,487683,POINT (16.370309718822433 48.232531422817885),Brigittaplatz,Brigittaplatz,N31,170,11,
OEFFHALTESTOGD.487684,487684,POINT (16.30810135038338 48.22625871093284),Dornbach,Dornbach,N43,450,11,
OEFFHALTESTOGD.487685,487685,POINT (16.450204914965816 48.15379016971149),Roschegasse,Roschegasse,N71,167,11,
OEFFHALTESTOGD.487686,487686,POINT (16.43952042036979 48.23822681961172),Häußlergasse,Häußlergasse,N26,568,11,
OEFFHALTESTOGD.487687,487687,POINT (16.2949732081071 48.14736955145605),Atzgersdorf Kirchenplatz,Atzgersdorf Kirchenplatz,N66,93,11,
OEFFHALTESTOGD.487688,487688,POINT (16.451080770270995 48.25666390925142),Franz-Eduard-Matras-Gasse,Franz-Eduard-Matras-Gasse,N25,1672,11,
OEFFHALTESTOGD.487689,487689,POINT (16.485688315170613 48.21756410301786),Siegesplatz,Siegesplatz,N26,1247,11,
OEFFHALTESTOGD.487690,487690,POINT (16.299943636085448 48.15065146840673),Campingplatz Wien-Süd,Campingplatz Wien-Süd,N65,199,11,
OEFFHALTESTOGD.487691,487691,POINT (16.498300914904778 48.21645246184285),Saltenstraße,Saltenstraße,N26,1143,11,
OEFFHALTESTOGD.487692,487692,POINT (16.375160691828086 48.24522332781782),Forsthausgasse,Forsthausgasse,N29,341,11,
OEFFHALTESTOGD.487693,487693,POINT (16.37113453176473 48.22962863709272),Wallensteinplatz,Wallensteinplatz,N31,1443,11,
OEFFHALTESTOGD.487694,487694,POINT (16.32950719157465 48.17303689644859),"Bhf. Meidling, Schedifkaplatz","Bhf. Meidling, Schedifkaplatz",N8,1160,11,
OEFFHALTESTOGD.487695,487695,POINT (16.345710941988763 48.187986096722554),Mauthausgasse,Mauthausgasse,N60,883,11,
OEFFHALTESTOGD.487696,487696,POINT (16.38210492565306 48.14344132472478),Himberger Straße,Himberger Straße,N67,524,11,
OEFFHALTESTOGD.487697,487697,POINT (16.25665861456812 48.20118442895311),Bergmillergasse,Bergmillergasse,N49,123,11,
OEFFHALTESTOGD.487698,487698,POINT (16.338836270871308 48.18601169753295),Korbergasse,Korbergasse,N60,706,11,
OEFFHALTESTOGD.487699,487699,POINT (16.353772440472945 48.13802575002401),"Birostraße, Mitte","Birostraße, Mitte",N67,1626,11,
OEFFHALTESTOGD.487700,487700,POINT (16.337097183820173 48.159861760835376),Computerstraße/Gutheil-Schoder-G.,Computerstraße/Gutheil-Schoder-G.,N65,183,11,
OEFFHALTESTOGD.487701,487701,POINT (16.442313903285157 48.273127482218335),Moritz-Dreger-Gasse,Moritz-Dreger-Gasse,N25,893,11,
OEFFHALTESTOGD.487702,487702,POINT (16.449765883373935 48.25707761661873),Rennbahnweg,Rennbahnweg,N25,1860,11,
OEFFHALTESTOGD.487703,487703,POINT (16.317142922299666 48.150548727642054),Alterlaa,Alterlaa,N8,1499,11,
OEFFHALTESTOGD.487704,487704,POINT (16.291848103613628 48.14195390023656),Leopoldigasse,Leopoldigasse,N65,774,11,
OEFFHALTESTOGD.487705,487705,POINT (16.519345886588106 48.214497395790936),Kirschenallee,Kirschenallee,N26,682,11,
OEFFHALTESTOGD.487942,487942,POINT (16.418547922762645 48.293486543784304),Van-Swieten-Kaserne,Van-Swieten-Kaserne,N31,1419,11,
OEFFHALTESTOGD.487943,487943,POINT (16.42020758292055 48.297891707772486),Stammersdorf,Stammersdorf,N31,1308,11,
OEFFHALTESTOGD.487944,487944,POINT (16.42080452812662 48.297716340922),Stammersdorf,Stammersdorf,N31,1308,11,
OEFFHALTESTOGD.487945,487945,POINT (16.355383753528173 48.232366543986174),Liechtenwerder Platz,Liechtenwerder Platz,"N38, N8",786,11,
OEFFHALTESTOGD.487946,487946,POINT (16.34183127014478 48.25227867995028),An den langen Lüssen,An den langen Lüssen,N38,61,11,
OEFFHALTESTOGD.487947,487947,POINT (16.34188085555634 48.2552648326211),Grinzing,Grinzing,N38,426,11,
OEFFHALTESTOGD.487948,487948,POINT (16.34206998151543 48.25291538020509),An den langen Lüssen,An den langen Lüssen,N38,61,11,
OEFFHALTESTOGD.487949,487949,POINT (16.34192590480279 48.24908265514183),Paradisgasse,Paradisgasse,N38,992,11,
OEFFHALTESTOGD.487950,487950,POINT (16.342105734587033 48.24837715710511),Paradisgasse,Paradisgasse,N38,992,11,
OEFFHALTESTOGD.487951,487951,POINT (16.342592182285717 48.24645391959424),Sieveringer Straße,Sieveringer Straße,N38,1252,11,
OEFFHALTESTOGD.487952,487952,POINT (16.349164667441723 48.236757309588235),Hardtgasse,Hardtgasse,N38,474,11,
OEFFHALTESTOGD.487953,487953,POINT (16.353436804013487 48.23304111729936),Glatzgasse,Glatzgasse,N38,405,11,
OEFFHALTESTOGD.487954,487954,POINT (16.35646642902443 48.22696207138326),Lichtentaler Gasse,Lichtentaler Gasse,N38,1658,11,
OEFFHALTESTOGD.487955,487955,POINT (16.354977826906946 48.227880856161214),Canisiusgasse,Canisiusgasse,N38,202,11,
OEFFHALTESTOGD.487956,487956,POINT (16.364324317979847 48.138465930289605),Heizwerkstraße,Heizwerkstraße,N67,1742,11,
OEFFHALTESTOGD.487957,487957,POINT (16.358236616716347 48.139714341834264),Deutschstraße,Deutschstraße,N67,228,11,
OEFFHALTESTOGD.487958,487958,POINT (16.318279424071502 48.238904052717906),Scheibenbergstraße,Scheibenbergstraße,N41,1202,11,
OEFFHALTESTOGD.487959,487959,POINT (16.310914888325275 48.24111916356335),Pötzleinsdorf,Pötzleinsdorf,N41,1056,11,
OEFFHALTESTOGD.487960,487960,POINT (16.311009571747746 48.24077742948652),Pötzleinsdorf,Pötzleinsdorf,N41,1056,11,
OEFFHALTESTOGD.487961,487961,POINT (16.355382668784653 48.22091535757617),Sensengasse,Sensengasse,N41,1226,11,
OEFFHALTESTOGD.487962,487962,POINT (16.357071420561173 48.21455621985888),Landesgerichtsstraße,Landesgerichtsstraße,N43,742,11,
OEFFHALTESTOGD.487963,487963,POINT (16.350653660998706 48.215059191698565),Lange Gasse,Lange Gasse,N43,747,11,
OEFFHALTESTOGD.487964,487964,POINT (16.351353473038973 48.21500644053753),Lange Gasse,Lange Gasse,N43,747,11,
OEFFHALTESTOGD.487965,487965,POINT (16.348836469277675 48.21523221048504),Skodagasse,Skodagasse,N43,1267,11,
OEFFHALTESTOGD.487966,487966,POINT (16.34646291479953 48.21543768949124),Brünnlbadgasse,Brünnlbadgasse,N43,178,11,
OEFFHALTESTOGD.487967,487967,POINT (16.345467454462078 48.21554141686806),Brünnlbadgasse,Brünnlbadgasse,N43,178,11,
OEFFHALTESTOGD.487968,487968,POINT (16.342038612995037 48.21722686686782),Alser Straße,Alser Straße,N43,27,11,
OEFFHALTESTOGD.487969,487969,POINT (16.336760571638504 48.21762976413104),Palffygasse,Palffygasse,N43,988,11,
OEFFHALTESTOGD.487970,487970,POINT (16.3329067243974 48.21813442648866),Elterleinplatz,Elterleinplatz,N43,276,11,
OEFFHALTESTOGD.487971,487971,POINT (16.331935231658434 48.21816205733675),Elterleinplatz,Elterleinplatz,N43,276,11,
OEFFHALTESTOGD.487972,487972,POINT (16.327180520404614 48.21918550794701),Rosensteingasse,Rosensteingasse,N43,1115,11,
OEFFHALTESTOGD.487973,487973,POINT (16.321674009381304 48.2213807435788),"Hernals, Wattgasse","Hernals, Wattgasse",N43,508,11,
OEFFHALTESTOGD.487974,487974,POINT (16.31501717211379 48.22368504181009),Hernals,Hernals,N43,505,11,
OEFFHALTESTOGD.487975,487975,POINT (16.413174501215547 48.230271020901135),Reichsbrücke,Reichsbrücke,N25,234,11,
OEFFHALTESTOGD.487976,487976,POINT (16.409620716978825 48.22833490079484),Donauinsel,Donauinsel,N25,47,11,
OEFFHALTESTOGD.487977,487977,POINT (16.421122545319246 48.234420020918265),Julius-Payer-Gasse,Julius-Payer-Gasse,N25,618,11,
OEFFHALTESTOGD.487978,487978,POINT (16.417565366591305 48.23252937962096),Kaisermühlen-VIC,Kaisermühlen-VIC,N25,641,11,
OEFFHALTESTOGD.487979,487979,POINT (16.416801366135882 48.23212450011201),Kaisermühlen-VIC,Kaisermühlen-VIC,N25,641,11,
OEFFHALTESTOGD.487980,487980,POINT (16.425038229212902 48.23654223952563),Alte Donau,Alte Donau,N25,31,11,
OEFFHALTESTOGD.487981,487981,POINT (16.42574188274282 48.23691637597835),Alte Donau,Alte Donau,N25,31,11,
OEFFHALTESTOGD.487982,487982,POINT (16.434221853272042 48.24144053572269),Siebeckstraße,Siebeckstraße,N25,238,11,
OEFFHALTESTOGD.487983,487983,POINT (16.477030080487587 48.21774355349246),Trondheimgasse,Trondheimgasse,N26,1630,11,
OEFFHALTESTOGD.487984,487984,POINT (16.391550590598712 48.21411966636543),Franzensbrücke,Franzensbrücke,N29,348,11,
OEFFHALTESTOGD.487985,487985,POINT (16.3896607692575 48.21096765267487),Radetzkyplatz,Radetzkyplatz,N29,1063,11,
OEFFHALTESTOGD.487986,487986,POINT (16.38645948240362 48.21116526761851),Hintere Zollamtsstraße,Hintere Zollamtsstraße,N29,527,11,
OEFFHALTESTOGD.487987,487987,POINT (16.383223154820207 48.21129376775944),Julius-Raab-Platz,Julius-Raab-Platz,N29,619,11,
OEFFHALTESTOGD.487988,487988,POINT (16.377031232738364 48.2120477739208),Schwedenplatz,Schwedenplatz,N31,1198,11,
OEFFHALTESTOGD.487989,487989,POINT (16.379398927886175 48.213972372946365),Gredlerstraße,Gredlerstraße,N29,419,11,
OEFFHALTESTOGD.487990,487990,POINT (16.380066097600476 48.21428650369609),Gredlerstraße,Gredlerstraße,N29,419,11,
OEFFHALTESTOGD.487991,487991,POINT (16.380414504709275 48.21559210581294),Karmeliterplatz,Karmeliterplatz,N29,659,11,
OEFFHALTESTOGD.487992,487992,POINT (16.380570811788196 48.21599237456827),Karmeliterplatz,Karmeliterplatz,N29,659,11,
OEFFHALTESTOGD.487993,487993,POINT (16.381032899629535 48.21925084970786),Taborstraße,Taborstraße,N29,1891,11,
OEFFHALTESTOGD.487994,487994,POINT (16.38089459442246 48.218688754693375),Taborstraße,Taborstraße,N29,1891,11,
OEFFHALTESTOGD.487995,487995,POINT (16.383921196655272 48.22548216673782),Am Tabor,Am Tabor,N29,51,11,
OEFFHALTESTOGD.487996,487996,POINT (16.387876111525518 48.227592709093905),Rebhanngasse,Rebhanngasse,N29,1079,11,
OEFFHALTESTOGD.487997,487997,POINT (16.38839945526822 48.22829459763388),Rebhanngasse,Rebhanngasse,N29,1079,11,
OEFFHALTESTOGD.487998,487998,POINT (16.386582557185836 48.230808885296824),Innstraße,Innstraße,N29,578,11,
OEFFHALTESTOGD.487999,487999,POINT (16.38714883421527 48.23030072101501),Innstraße,Innstraße,N29,578,11,
OEFFHALTESTOGD.488000,488000,POINT (16.38330055631061 48.23371596859837),Traisengasse,Traisengasse,N29,1385,11,
OEFFHALTESTOGD.488001,488001,POINT (16.379199691863946 48.244502813291405),Friedrich-Engels-Platz,Friedrich-Engels-Platz,"N29, N31",363,11,
OEFFHALTESTOGD.488002,488002,POINT (16.45894127764514 48.25856532140857),Tillmanngasse,Tillmanngasse,N25,785,11,
OEFFHALTESTOGD.488003,488003,POINT (16.46164975372251 48.25741439327209),Lieblgasse,Lieblgasse,N25,955,11,
OEFFHALTESTOGD.488004,488004,POINT (16.30188161911392 48.22833566568758),Dornbacher Straße,Dornbacher Straße,N43,241,11,
OEFFHALTESTOGD.488005,488005,POINT (16.29568239900252 48.23077925921229),Himmelmutterweg,Himmelmutterweg,N43,525,11,
OEFFHALTESTOGD.488006,488006,POINT (16.296330274770185 48.23058916792094),Himmelmutterweg,Himmelmutterweg,N43,525,11,
OEFFHALTESTOGD.488007,488007,POINT (16.361961034614637 48.20231971980449),Museumsquartier,Museumsquartier,"N46, N49",835,11,
OEFFHALTESTOGD.488008,488008,POINT (16.356097499964328 48.20708935836955),Auerspergstraße,Auerspergstraße,N46,777,11,
OEFFHALTESTOGD.488009,488009,POINT (16.354550684486114 48.20671621801304),Auerspergstraße,Auerspergstraße,N46,777,11,
OEFFHALTESTOGD.488010,488010,POINT (16.358345533312754 48.204934612123665),Volkstheater,Volkstheater,"N46, N49",1430,11,
OEFFHALTESTOGD.488011,488011,POINT (16.349606367175078 48.20643029252213),Strozzigasse,Strozzigasse,N46,1340,11,
OEFFHALTESTOGD.488012,488012,POINT (16.349147348397185 48.2064719264693),Strozzigasse,Strozzigasse,N46,1340,11,
OEFFHALTESTOGD.488013,488013,POINT (16.343795269288684 48.20753509366845),Schottenfeldgasse,Schottenfeldgasse,N46,1181,11,
OEFFHALTESTOGD.488014,488014,POINT (16.343195056767165 48.20765899214569),Schottenfeldgasse,Schottenfeldgasse,N46,1181,11,
OEFFHALTESTOGD.488015,488015,POINT (16.33859235981344 48.208599350211195),Thaliastraße,Thaliastraße,N46,1372,11,
OEFFHALTESTOGD.488016,488016,POINT (16.33584307563154 48.20902412232306),Brunnengasse,Brunnengasse,N46,172,11,
OEFFHALTESTOGD.488017,488017,POINT (16.33513933072044 48.20913207569786),Brunnengasse,Brunnengasse,N46,172,11,
OEFFHALTESTOGD.488018,488018,POINT (16.330289372824907 48.20987256981072),Thaliastraße/Haberlgasse,Thaliastraße/Haberlgasse,N46,783,11,
OEFFHALTESTOGD.488019,488019,POINT (16.32976997660979 48.20995213041948),Thaliastraße/Haberlgasse,Thaliastraße/Haberlgasse,N46,783,11,
OEFFHALTESTOGD.488020,488020,POINT (16.32485910437577 48.21070028801415),Feßtgasse,Feßtgasse,N46,1374,11,
OEFFHALTESTOGD.488021,488021,POINT (16.32597547424561 48.21053168920518),Feßtgasse,Feßtgasse,N46,1374,11,
OEFFHALTESTOGD.488022,488022,POINT (16.319347586686064 48.21153802872578),Schuhmeierplatz,Schuhmeierplatz,N46,1190,11,
OEFFHALTESTOGD.488023,488023,POINT (16.31868482604546 48.21163860820339),Schuhmeierplatz,Schuhmeierplatz,N46,1190,11,
OEFFHALTESTOGD.488024,488024,POINT (16.312641092539135 48.212562860204685),Ottakring,Ottakring,N46,981,11,
OEFFHALTESTOGD.488025,488025,POINT (16.311811701983288 48.212695313369544),Ottakring,Ottakring,N46,981,11,
OEFFHALTESTOGD.488026,488026,POINT (16.307997211380783 48.21328099943515),Lorenz-Mandl-Gasse,Lorenz-Mandl-Gasse,N46,1303,11,
OEFFHALTESTOGD.488027,488027,POINT (16.305694021749314 48.211157669836126),Rankgasse,Rankgasse,N46,1489,11,
OEFFHALTESTOGD.488028,488028,POINT (16.30454118709266 48.20898365865826),Joachimsthalerplatz,Joachimsthalerplatz,N46,597,11,
OEFFHALTESTOGD.488029,488029,POINT (16.35427030966582 48.20232507370403),Stiftgasse,Stiftgasse,N49,1325,11,
OEFFHALTESTOGD.488030,488030,POINT (16.382007631272398 48.17501701752854),Gellertplatz,Gellertplatz,N6,384,11,
OEFFHALTESTOGD.488031,488031,POINT (16.381988274738834 48.153647139454485),Alaudagasse,Alaudagasse,N67,14,11,
OEFFHALTESTOGD.488032,488032,POINT (16.38336440486363 48.17484622003072),Gellertplatz,Gellertplatz,N6,384,11,
OEFFHALTESTOGD.488033,488033,POINT (16.389365438664033 48.17383138861572),Schrankenberggasse,Schrankenberggasse,N6,1,11,
OEFFHALTESTOGD.488034,488034,POINT (16.391085852779817 48.1758697739434),Absberggasse,Absberggasse,N6,1910,11,
OEFFHALTESTOGD.488035,488035,POINT (16.413205215913724 48.174507160072935),Polkorabplatz,Polkorabplatz,N6,1263,11,
OEFFHALTESTOGD.488036,488036,POINT (16.414395708503015 48.17475720509814),Gottschalkgasse/Enkplatz,Gottschalkgasse/Enkplatz,N6,1757,11,
OEFFHALTESTOGD.488037,488037,POINT (16.37706976261154 48.17533821603226),Reumannplatz,Reumannplatz,"N6, N65, N67",1059,11,
OEFFHALTESTOGD.488038,488038,POINT (16.37832071914917 48.1752534482212),Reumannplatz U,Reumannplatz U,N6,1059,11,
OEFFHALTESTOGD.488039,488039,POINT (16.37297272807167 48.175605098698334),Quellenplatz,Quellenplatz,N6,1058,11,
OEFFHALTESTOGD.488040,488040,POINT (16.37394163691396 48.1755496949224),Quellenplatz,Quellenplatz,N6,1058,11,
OEFFHALTESTOGD.488041,488041,POINT (16.365145870781866 48.17616050314242),Neilreichgasse,Neilreichgasse,N6,914,11,
OEFFHALTESTOGD.488042,488042,POINT (16.366057641104927 48.17609875723724),Neilreichgasse,Neilreichgasse,N6,914,11,
OEFFHALTESTOGD.488043,488043,POINT (16.35849783936882 48.17716778615061),Quellenstraße/Knöllgasse,Quellenstraße/Knöllgasse,N6,1060,11,
OEFFHALTESTOGD.488044,488044,POINT (16.358914576576222 48.17931579201523),Matzleinsdorfer Platz,Matzleinsdorfer Platz,"N6, N62",849,11,
OEFFHALTESTOGD.488045,488045,POINT (16.358253511808936 48.180774917260784),Matzleinsdorfer Platz,Matzleinsdorfer Platz,N6,849,11,
OEFFHALTESTOGD.488046,488046,POINT (16.357097136560288 48.1800759760664),Matzleinsdorfer Platz,Matzleinsdorfer Platz,N6,849,11,
OEFFHALTESTOGD.488047,488047,POINT (16.348991414032117 48.18090526822056),Eichenstraße,Eichenstraße,N6,267,11,
OEFFHALTESTOGD.488048,488048,POINT (16.347893363754487 48.18112443020256),Eichenstraße,Eichenstraße,N6,267,11,
OEFFHALTESTOGD.488049,488049,POINT (16.34578380285069 48.18353832877552),"Arbeitergasse, Gürtel","Arbeitergasse, Gürtel",N6,77,11,
OEFFHALTESTOGD.488050,488050,POINT (16.34353656585701 48.18706633124147),Gaudenzdorfer Gürtel,Gaudenzdorfer Gürtel,N6,379,11,
OEFFHALTESTOGD.488051,488051,POINT (16.342864884300177 48.186930388254765),Gaudenzdorfer Gürtel,Gaudenzdorfer Gürtel,N6,379,11,
OEFFHALTESTOGD.488052,488052,POINT (16.33817241071504 48.18893568203018),Sechshauser Gürtel,Sechshauser Gürtel,N6,1725,11,
OEFFHALTESTOGD.488053,488053,POINT (16.337413179430825 48.189974567088896),Gumpendorfer Straße,Gumpendorfer Straße,N6,436,11,
OEFFHALTESTOGD.488054,488054,POINT (16.338007155271256 48.191146027474495),Gumpendorfer Straße,Gumpendorfer Straße,"N6, N8",436,11,
OEFFHALTESTOGD.488055,488055,POINT (16.339538108074873 48.19683695830452),Westbahnhof,Westbahnhof,"N49, N6, N8",1468,11,
OEFFHALTESTOGD.488056,488056,POINT (16.3383656707212 48.197733018350206),Westbahnhof,Westbahnhof,"N49, N6, N8",1468,11,
OEFFHALTESTOGD.488057,488057,POINT (16.388213587738857 48.277229807266664),Autokaderstraße,Autokaderstraße,N20,102,11,
OEFFHALTESTOGD.488058,488058,POINT (16.389909075998375 48.27350464080304),Winkeläckerstraße,Winkeläckerstraße,N20,1495,11,
OEFFHALTESTOGD.488059,488059,POINT (16.39194601154938 48.26905320921057),Hopfengasse,Hopfengasse,N20,548,11,
OEFFHALTESTOGD.488060,488060,POINT (16.39577402879417 48.260450535276476),Nordbrücke,Nordbrücke,N20,943,11,
OEFFHALTESTOGD.488061,488061,POINT (16.39728739282739 48.25818229276636),Am Spitz,Am Spitz,"N29, N31",50,11,
OEFFHALTESTOGD.488062,488062,POINT (16.401027833493153 48.25707854483254),Floridsdorf,Floridsdorf,N20,334,11,
OEFFHALTESTOGD.488063,488063,POINT (16.407840437159965 48.2549434104708),Hoßplatz,Hoßplatz,N20,551,11,
OEFFHALTESTOGD.488064,488064,POINT (16.414617462372398 48.25315356565027),Fultonstraße,Fultonstraße,N20,369,11,
OEFFHALTESTOGD.488065,488065,POINT (16.420681944081938 48.253123009927286),Carminweg,Carminweg,N20,21,11,
OEFFHALTESTOGD.488066,488066,POINT (16.421331154331693 48.253098613444315),Carminweg,Carminweg,N20,21,11,
OEFFHALTESTOGD.488067,488067,POINT (16.429838084956938 48.251387581949835),Josef-Baumann-Gasse,Josef-Baumann-Gasse,N20,607,11,
OEFFHALTESTOGD.488068,488068,POINT (16.430776910785745 48.251240712065),Josef-Baumann-Gasse,Josef-Baumann-Gasse,N20,607,11,
OEFFHALTESTOGD.488069,488069,POINT (16.436037388368277 48.250688239716496),Saikogasse,Saikogasse,N20,1141,11,
OEFFHALTESTOGD.488070,488070,POINT (16.44273474405475 48.250068691954915),Kagraner Platz,Kagraner Platz,"N20, N25",633,11,
OEFFHALTESTOGD.488071,488071,POINT (16.361463205753722 48.17641656843972),Bernhardtstalgasse,Bernhardtstalgasse,N6,1598,11,
OEFFHALTESTOGD.488072,488072,POINT (16.362121239335934 48.17637286715201),Bernhardtstalgasse,Bernhardtstalgasse,N6,1598,11,
OEFFHALTESTOGD.488073,488073,POINT (16.371504161672913 48.21724982659096),Schottenring,Schottenring,"N25, N31",1182,11,
OEFFHALTESTOGD.488074,488074,POINT (16.366116563385603 48.21561288103454),Börse,Börse,"N25, N38, N60, N66",195,11,
OEFFHALTESTOGD.488075,488075,POINT (16.36213985785458 48.213805644073155),Schottentor,Schottentor,"N25, N38, N60, N66",1184,11,
OEFFHALTESTOGD.488076,488076,POINT (16.360677719969395 48.210535854052864),Rathausplatz/Burgtheater,Rathausplatz/Burgtheater,"N25, N38, N60, N66",192,11,
OEFFHALTESTOGD.488077,488077,POINT (16.35997596271842 48.20674507741864),"Ring, Volkstheater U","Ring, Volkstheater U","N25, N38, N60, N66",246,11,
OEFFHALTESTOGD.488078,488078,POINT (16.363990790513096 48.203752278093965),Burgring,Burgring,"N25, N38, N60, N66",190,11,
OEFFHALTESTOGD.488079,488079,POINT (16.36850455057034 48.20259651452215),"Oper, Karlsplatz U","Oper, Karlsplatz U","N25, N66, N75",975,11,
